Score,Text,BeginOffset,EndOffset,responce_to_question,text,overall_sentiment,context,key_phrase_sentiment
0.9994125962257385,the populist,52,64,As a national savings for the healthcare system will we save money is this is running correctly?,if this is running correctly and we get buy in from the populist  would say in the long run we will see benefit you know a decade two decades down the road for sure feel that it takes a generation thats the time it takes for chronic diseases you have to actually set in and you know perhaps develop complications think for complications 10 to 15 years you should already see microvascular complications maybe about 5 to 10 years micro maybe about 10 15 then but 20 years if you can set it attitude changes as well as the whole concept of regular screening regular prevention  think you see outcomes much earlier especially when community cares involved when you have all your fitness your dietetics all this coming in together you should see much earlier results  dont think were looking at 20 years investment here  think the ministry look at a much earlier ri on the returns actuallywe should be seeing some of that but  think  has probably mentioned some of that the point essentially that for certain things if you can catch the condition a little bit earlier you can already make a difference to the outcome and many people dont proceed to do necessary screening end up with the condition fairly late where the cost of rescue is much much higher so while its correct that one should be cautious about over promising t is this is a journey that  think we really really need to take because if we dont we are staring down the gun of extremely high cost extremely high demand and manpower all of which we cant afford as a nation in the very long term so it has to be the situation where not only the health care professionals you know but the  population comes alongside and works on this grand challenge together to try to achieve that particular endpoint at the very start  spoke about this being right from the beginning of life and  didnt allude to the fact that we had to start with the ones that are greater risk so when the minister talked essentially about people signing on to this family physician they started with the older age group first but in essence we hope that by signing on mom and dad or grandpa and grandma that over time even the kids will end up seeing this particular family doctor family doctor group and we hope to start that practice earlier on in life get all the pickups done do all the preventive measures including the necessary vaccinations done early on so  think  its a journey and yes we have to climb that slope because weve spent a lot of time developing the rescue care now we really need to work essentially on prevention and promotion of health in a very serious and very concerted way,MIXED,is running correctly and we get buy in from  the populist is running correctly and we get buy in from ,NEUTRAL
0.9997622966766357,the long run,79,91,As a national savings for the healthcare system will we save money is this is running correctly?,if this is running correctly and we get buy in from the populist  would say in the long run we will see benefit you know a decade two decades down the road for sure feel that it takes a generation thats the time it takes for chronic diseases you have to actually set in and you know perhaps develop complications think for complications 10 to 15 years you should already see microvascular complications maybe about 5 to 10 years micro maybe about 10 15 then but 20 years if you can set it attitude changes as well as the whole concept of regular screening regular prevention  think you see outcomes much earlier especially when community cares involved when you have all your fitness your dietetics all this coming in together you should see much earlier results  dont think were looking at 20 years investment here  think the ministry look at a much earlier ri on the returns actuallywe should be seeing some of that but  think  has probably mentioned some of that the point essentially that for certain things if you can catch the condition a little bit earlier you can already make a difference to the outcome and many people dont proceed to do necessary screening end up with the condition fairly late where the cost of rescue is much much higher so while its correct that one should be cautious about over promising t is this is a journey that  think we really really need to take because if we dont we are staring down the gun of extremely high cost extremely high demand and manpower all of which we cant afford as a nation in the very long term so it has to be the situation where not only the health care professionals you know but the  population comes alongside and works on this grand challenge together to try to achieve that particular endpoint at the very start  spoke about this being right from the beginning of life and  didnt allude to the fact that we had to start with the ones that are greater risk so when the minister talked essentially about people signing on to this family physician they started with the older age group first but in essence we hope that by signing on mom and dad or grandpa and grandma that over time even the kids will end up seeing this particular family doctor family doctor group and we hope to start that practice earlier on in life get all the pickups done do all the preventive measures including the necessary vaccinations done early on so  think  its a journey and yes we have to climb that slope because weve spent a lot of time developing the rescue care now we really need to work essentially on prevention and promotion of health in a very serious and very concerted way,MIXED,buy in from the populist  would say in  the long run buy in from the populist  would say in ,NEUTRAL
0.9860456585884094,benefit,104,111,As a national savings for the healthcare system will we save money is this is running correctly?,if this is running correctly and we get buy in from the populist  would say in the long run we will see benefit you know a decade two decades down the road for sure feel that it takes a generation thats the time it takes for chronic diseases you have to actually set in and you know perhaps develop complications think for complications 10 to 15 years you should already see microvascular complications maybe about 5 to 10 years micro maybe about 10 15 then but 20 years if you can set it attitude changes as well as the whole concept of regular screening regular prevention  think you see outcomes much earlier especially when community cares involved when you have all your fitness your dietetics all this coming in together you should see much earlier results  dont think were looking at 20 years investment here  think the ministry look at a much earlier ri on the returns actuallywe should be seeing some of that but  think  has probably mentioned some of that the point essentially that for certain things if you can catch the condition a little bit earlier you can already make a difference to the outcome and many people dont proceed to do necessary screening end up with the condition fairly late where the cost of rescue is much much higher so while its correct that one should be cautious about over promising t is this is a journey that  think we really really need to take because if we dont we are staring down the gun of extremely high cost extremely high demand and manpower all of which we cant afford as a nation in the very long term so it has to be the situation where not only the health care professionals you know but the  population comes alongside and works on this grand challenge together to try to achieve that particular endpoint at the very start  spoke about this being right from the beginning of life and  didnt allude to the fact that we had to start with the ones that are greater risk so when the minister talked essentially about people signing on to this family physician they started with the older age group first but in essence we hope that by signing on mom and dad or grandpa and grandma that over time even the kids will end up seeing this particular family doctor family doctor group and we hope to start that practice earlier on in life get all the pickups done do all the preventive measures including the necessary vaccinations done early on so  think  its a journey and yes we have to climb that slope because weve spent a lot of time developing the rescue care now we really need to work essentially on prevention and promotion of health in a very serious and very concerted way,MIXED,would say in the long run we will see  benefit would say in the long run we will see ,POSITIVE
0.9990525841712952,a decade,121,129,As a national savings for the healthcare system will we save money is this is running correctly?,if this is running correctly and we get buy in from the populist  would say in the long run we will see benefit you know a decade two decades down the road for sure feel that it takes a generation thats the time it takes for chronic diseases you have to actually set in and you know perhaps develop complications think for complications 10 to 15 years you should already see microvascular complications maybe about 5 to 10 years micro maybe about 10 15 then but 20 years if you can set it attitude changes as well as the whole concept of regular screening regular prevention  think you see outcomes much earlier especially when community cares involved when you have all your fitness your dietetics all this coming in together you should see much earlier results  dont think were looking at 20 years investment here  think the ministry look at a much earlier ri on the returns actuallywe should be seeing some of that but  think  has probably mentioned some of that the point essentially that for certain things if you can catch the condition a little bit earlier you can already make a difference to the outcome and many people dont proceed to do necessary screening end up with the condition fairly late where the cost of rescue is much much higher so while its correct that one should be cautious about over promising t is this is a journey that  think we really really need to take because if we dont we are staring down the gun of extremely high cost extremely high demand and manpower all of which we cant afford as a nation in the very long term so it has to be the situation where not only the health care professionals you know but the  population comes alongside and works on this grand challenge together to try to achieve that particular endpoint at the very start  spoke about this being right from the beginning of life and  didnt allude to the fact that we had to start with the ones that are greater risk so when the minister talked essentially about people signing on to this family physician they started with the older age group first but in essence we hope that by signing on mom and dad or grandpa and grandma that over time even the kids will end up seeing this particular family doctor family doctor group and we hope to start that practice earlier on in life get all the pickups done do all the preventive measures including the necessary vaccinations done early on so  think  its a journey and yes we have to climb that slope because weve spent a lot of time developing the rescue care now we really need to work essentially on prevention and promotion of health in a very serious and very concerted way,MIXED,the long run we will see benefit you know  a decade the long run we will see benefit you know ,POSITIVE
0.9995701909065247,the road,147,155,As a national savings for the healthcare system will we save money is this is running correctly?,if this is running correctly and we get buy in from the populist  would say in the long run we will see benefit you know a decade two decades down the road for sure feel that it takes a generation thats the time it takes for chronic diseases you have to actually set in and you know perhaps develop complications think for complications 10 to 15 years you should already see microvascular complications maybe about 5 to 10 years micro maybe about 10 15 then but 20 years if you can set it attitude changes as well as the whole concept of regular screening regular prevention  think you see outcomes much earlier especially when community cares involved when you have all your fitness your dietetics all this coming in together you should see much earlier results  dont think were looking at 20 years investment here  think the ministry look at a much earlier ri on the returns actuallywe should be seeing some of that but  think  has probably mentioned some of that the point essentially that for certain things if you can catch the condition a little bit earlier you can already make a difference to the outcome and many people dont proceed to do necessary screening end up with the condition fairly late where the cost of rescue is much much higher so while its correct that one should be cautious about over promising t is this is a journey that  think we really really need to take because if we dont we are staring down the gun of extremely high cost extremely high demand and manpower all of which we cant afford as a nation in the very long term so it has to be the situation where not only the health care professionals you know but the  population comes alongside and works on this grand challenge together to try to achieve that particular endpoint at the very start  spoke about this being right from the beginning of life and  didnt allude to the fact that we had to start with the ones that are greater risk so when the minister talked essentially about people signing on to this family physician they started with the older age group first but in essence we hope that by signing on mom and dad or grandpa and grandma that over time even the kids will end up seeing this particular family doctor family doctor group and we hope to start that practice earlier on in life get all the pickups done do all the preventive measures including the necessary vaccinations done early on so  think  its a journey and yes we have to climb that slope because weve spent a lot of time developing the rescue care now we really need to work essentially on prevention and promotion of health in a very serious and very concerted way,MIXED,see benefit you know a decade two decades down  the road see benefit you know a decade two decades down ,NEUTRAL
0.9968955516815186,the time,203,211,As a national savings for the healthcare system will we save money is this is running correctly?,if this is running correctly and we get buy in from the populist  would say in the long run we will see benefit you know a decade two decades down the road for sure feel that it takes a generation thats the time it takes for chronic diseases you have to actually set in and you know perhaps develop complications think for complications 10 to 15 years you should already see microvascular complications maybe about 5 to 10 years micro maybe about 10 15 then but 20 years if you can set it attitude changes as well as the whole concept of regular screening regular prevention  think you see outcomes much earlier especially when community cares involved when you have all your fitness your dietetics all this coming in together you should see much earlier results  dont think were looking at 20 years investment here  think the ministry look at a much earlier ri on the returns actuallywe should be seeing some of that but  think  has probably mentioned some of that the point essentially that for certain things if you can catch the condition a little bit earlier you can already make a difference to the outcome and many people dont proceed to do necessary screening end up with the condition fairly late where the cost of rescue is much much higher so while its correct that one should be cautious about over promising t is this is a journey that  think we really really need to take because if we dont we are staring down the gun of extremely high cost extremely high demand and manpower all of which we cant afford as a nation in the very long term so it has to be the situation where not only the health care professionals you know but the  population comes alongside and works on this grand challenge together to try to achieve that particular endpoint at the very start  spoke about this being right from the beginning of life and  didnt allude to the fact that we had to start with the ones that are greater risk so when the minister talked essentially about people signing on to this family physician they started with the older age group first but in essence we hope that by signing on mom and dad or grandpa and grandma that over time even the kids will end up seeing this particular family doctor family doctor group and we hope to start that practice earlier on in life get all the pickups done do all the preventive measures including the necessary vaccinations done early on so  think  its a journey and yes we have to climb that slope because weve spent a lot of time developing the rescue care now we really need to work essentially on prevention and promotion of health in a very serious and very concerted way,MIXED,for sure feel that it takes a generation thats  the time for sure feel that it takes a generation thats ,NEUTRAL
0.9994121193885803,chronic diseases,225,241,As a national savings for the healthcare system will we save money is this is running correctly?,if this is running correctly and we get buy in from the populist  would say in the long run we will see benefit you know a decade two decades down the road for sure feel that it takes a generation thats the time it takes for chronic diseases you have to actually set in and you know perhaps develop complications think for complications 10 to 15 years you should already see microvascular complications maybe about 5 to 10 years micro maybe about 10 15 then but 20 years if you can set it attitude changes as well as the whole concept of regular screening regular prevention  think you see outcomes much earlier especially when community cares involved when you have all your fitness your dietetics all this coming in together you should see much earlier results  dont think were looking at 20 years investment here  think the ministry look at a much earlier ri on the returns actuallywe should be seeing some of that but  think  has probably mentioned some of that the point essentially that for certain things if you can catch the condition a little bit earlier you can already make a difference to the outcome and many people dont proceed to do necessary screening end up with the condition fairly late where the cost of rescue is much much higher so while its correct that one should be cautious about over promising t is this is a journey that  think we really really need to take because if we dont we are staring down the gun of extremely high cost extremely high demand and manpower all of which we cant afford as a nation in the very long term so it has to be the situation where not only the health care professionals you know but the  population comes alongside and works on this grand challenge together to try to achieve that particular endpoint at the very start  spoke about this being right from the beginning of life and  didnt allude to the fact that we had to start with the ones that are greater risk so when the minister talked essentially about people signing on to this family physician they started with the older age group first but in essence we hope that by signing on mom and dad or grandpa and grandma that over time even the kids will end up seeing this particular family doctor family doctor group and we hope to start that practice earlier on in life get all the pickups done do all the preventive measures including the necessary vaccinations done early on so  think  its a journey and yes we have to climb that slope because weve spent a lot of time developing the rescue care now we really need to work essentially on prevention and promotion of health in a very serious and very concerted way,MIXED,takes a generation thats the time it takes for  chronic diseases takes a generation thats the time it takes for ,MIXED
0.9838647842407227,complications,299,312,As a national savings for the healthcare system will we save money is this is running correctly?,if this is running correctly and we get buy in from the populist  would say in the long run we will see benefit you know a decade two decades down the road for sure feel that it takes a generation thats the time it takes for chronic diseases you have to actually set in and you know perhaps develop complications think for complications 10 to 15 years you should already see microvascular complications maybe about 5 to 10 years micro maybe about 10 15 then but 20 years if you can set it attitude changes as well as the whole concept of regular screening regular prevention  think you see outcomes much earlier especially when community cares involved when you have all your fitness your dietetics all this coming in together you should see much earlier results  dont think were looking at 20 years investment here  think the ministry look at a much earlier ri on the returns actuallywe should be seeing some of that but  think  has probably mentioned some of that the point essentially that for certain things if you can catch the condition a little bit earlier you can already make a difference to the outcome and many people dont proceed to do necessary screening end up with the condition fairly late where the cost of rescue is much much higher so while its correct that one should be cautious about over promising t is this is a journey that  think we really really need to take because if we dont we are staring down the gun of extremely high cost extremely high demand and manpower all of which we cant afford as a nation in the very long term so it has to be the situation where not only the health care professionals you know but the  population comes alongside and works on this grand challenge together to try to achieve that particular endpoint at the very start  spoke about this being right from the beginning of life and  didnt allude to the fact that we had to start with the ones that are greater risk so when the minister talked essentially about people signing on to this family physician they started with the older age group first but in essence we hope that by signing on mom and dad or grandpa and grandma that over time even the kids will end up seeing this particular family doctor family doctor group and we hope to start that practice earlier on in life get all the pickups done do all the preventive measures including the necessary vaccinations done early on so  think  its a journey and yes we have to climb that slope because weve spent a lot of time developing the rescue care now we really need to work essentially on prevention and promotion of health in a very serious and very concerted way,MIXED,to actually set in and you know perhaps develop  complications to actually set in and you know perhaps develop ,MIXED
0.9983888864517212,complications,323,336,As a national savings for the healthcare system will we save money is this is running correctly?,if this is running correctly and we get buy in from the populist  would say in the long run we will see benefit you know a decade two decades down the road for sure feel that it takes a generation thats the time it takes for chronic diseases you have to actually set in and you know perhaps develop complications think for complications 10 to 15 years you should already see microvascular complications maybe about 5 to 10 years micro maybe about 10 15 then but 20 years if you can set it attitude changes as well as the whole concept of regular screening regular prevention  think you see outcomes much earlier especially when community cares involved when you have all your fitness your dietetics all this coming in together you should see much earlier results  dont think were looking at 20 years investment here  think the ministry look at a much earlier ri on the returns actuallywe should be seeing some of that but  think  has probably mentioned some of that the point essentially that for certain things if you can catch the condition a little bit earlier you can already make a difference to the outcome and many people dont proceed to do necessary screening end up with the condition fairly late where the cost of rescue is much much higher so while its correct that one should be cautious about over promising t is this is a journey that  think we really really need to take because if we dont we are staring down the gun of extremely high cost extremely high demand and manpower all of which we cant afford as a nation in the very long term so it has to be the situation where not only the health care professionals you know but the  population comes alongside and works on this grand challenge together to try to achieve that particular endpoint at the very start  spoke about this being right from the beginning of life and  didnt allude to the fact that we had to start with the ones that are greater risk so when the minister talked essentially about people signing on to this family physician they started with the older age group first but in essence we hope that by signing on mom and dad or grandpa and grandma that over time even the kids will end up seeing this particular family doctor family doctor group and we hope to start that practice earlier on in life get all the pickups done do all the preventive measures including the necessary vaccinations done early on so  think  its a journey and yes we have to climb that slope because weve spent a lot of time developing the rescue care now we really need to work essentially on prevention and promotion of health in a very serious and very concerted way,MIXED,in and you know perhaps develop complications think for  complications in and you know perhaps develop complications think for ,NEUTRAL
0.9850678443908691,microvascular complications,375,402,As a national savings for the healthcare system will we save money is this is running correctly?,if this is running correctly and we get buy in from the populist  would say in the long run we will see benefit you know a decade two decades down the road for sure feel that it takes a generation thats the time it takes for chronic diseases you have to actually set in and you know perhaps develop complications think for complications 10 to 15 years you should already see microvascular complications maybe about 5 to 10 years micro maybe about 10 15 then but 20 years if you can set it attitude changes as well as the whole concept of regular screening regular prevention  think you see outcomes much earlier especially when community cares involved when you have all your fitness your dietetics all this coming in together you should see much earlier results  dont think were looking at 20 years investment here  think the ministry look at a much earlier ri on the returns actuallywe should be seeing some of that but  think  has probably mentioned some of that the point essentially that for certain things if you can catch the condition a little bit earlier you can already make a difference to the outcome and many people dont proceed to do necessary screening end up with the condition fairly late where the cost of rescue is much much higher so while its correct that one should be cautious about over promising t is this is a journey that  think we really really need to take because if we dont we are staring down the gun of extremely high cost extremely high demand and manpower all of which we cant afford as a nation in the very long term so it has to be the situation where not only the health care professionals you know but the  population comes alongside and works on this grand challenge together to try to achieve that particular endpoint at the very start  spoke about this being right from the beginning of life and  didnt allude to the fact that we had to start with the ones that are greater risk so when the minister talked essentially about people signing on to this family physician they started with the older age group first but in essence we hope that by signing on mom and dad or grandpa and grandma that over time even the kids will end up seeing this particular family doctor family doctor group and we hope to start that practice earlier on in life get all the pickups done do all the preventive measures including the necessary vaccinations done early on so  think  its a journey and yes we have to climb that slope because weve spent a lot of time developing the rescue care now we really need to work essentially on prevention and promotion of health in a very serious and very concerted way,MIXED,complications 10 to 15 years you should already see  microvascular complications complications 10 to 15 years you should already see ,MIXED
